Strong's Number,Original Word,English Meaning,Telugu Word,Telugu Meaning,Language,Testament
H0256,אַחאָב אֶחָב,"Ach'ab (akh-awb') (once (by contraction) oEchab (Jer. 29) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0257,אַחבָּן,"Achban (akh-bawn') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0258,אָחַד,"achad (aw-khad') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H0259,אֶחָד,"echad (ekh-awd') adj.",ఎచాద్,ఒకటి,Hebrew,Old Testament
H0260,אָחוּ,"a bulrush or any marshy grass (particularly that along the Nile)",,అర్థం తెలియదు,Hebrew,Old Testament
H0261,אֵחוּד,"Echuwd (ay-khood') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0262,אַחוָה,"an utterance",,ఉచ్చారణ,Hebrew,Old Testament
H0263,אַחֲוָה,"solution (of riddles)",,పొడుపు కథల పరిష్కారం,Hebrew,Old Testament
H0264,אַחֲוָה,"fraternity",,సోదరభావం,Hebrew,Old Testament
H0265,אֲחוַֹח,"Achowach (akh-o'-akh) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0266,אֲחוֹחִי,"Achowchiy (akh-o-khee') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0267,אֲחוּמַי,"Achuwmay (akh-oo-mah'-ee) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0268,אָחוֹר אָחוֹר,"achowr (aw-khore') (or (shortened) achor aw-khore') subv.",,పది,Hebrew,Old Testament
H0269,אָחוֹת,"a sister (used very widely (like H0250)",,సోదరి,Hebrew,Old Testament
H0270,אָחַז,"achaz (aw-khaz') v.",ఆఖజ్,పట్టుకొను,Hebrew,Old Testament
H0271,אָחָז,"Achaz (aw-khawz') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0272,אֲחוּזָּה,"something seized",,చేజిక్కించుకున్నది,Hebrew,Old Testament
H0273,אַחזַי,"Achzay (akh-zah'ee) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0274,אֲחַזיָה אֲחַזיָהוּ,"Achazyah (akh-az-yaw') (or (prolonged) rAchazyahuw akh-az-yaw'-hoo) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0275,אֲחוּזָּם,"Achuzzam (akh-ooz-zawm') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0276,אֲחוּזַּת,"Achuzzath (akh-ooz-zath') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0277,אֲחִי,"Achiy (akh-ee') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0278,אֵחִי,"Echiy (ay-khee') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0279,אֲחִיאָם,"Achiyam (akh-ee-awm') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0280,אֲחִידָּה,"hard sentence",,పది,Hebrew,Old Testament
H0281,אֲחִיָה אֲחִיָהוּ,"Achiyah (akh-ee-yaw) (or (prolonged) pAchiyahuw akh-ee-yaw'-hoo) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0282,אֲחִיהוּד,"Achiyhuwd (akh-ee-hood') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0283,אַחיוֹ,"Achyow (akh-yo') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0284,אֲחִיחוּד,"Achiychud (akh-ee-khood') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0285,אֲחִיטּוּב,"Achiytuwb (akh-ee-toob') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0286,אֲחִילוּד,"Achiyluwd (akh-ee-lood') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0287,אֲחִימוֹת,"Achiymowth (akh-ee-moth') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0288,אֲחִימֶלֶך,"Achiymelek (akh-ee-meh'-lek) n/p.",,అహీమెలెకు,Hebrew,Old Testament
H0289,אֲחִימַן אֲחִימָן,"Achiyman (akh-ee-man') (or mAchiyman akh-ee-mawn') n/p.",,మనిషి,Hebrew,Old Testament
H0290,אֲחִימַעַץ,"Achiyma`ats (akh-ee-mah'-ats) n/l.",,అహిమయస్సు,Hebrew,Old Testament
H0291,אַחיָן,"Achyan (akh-yawn') n/p.",,అహియాను,Hebrew,Old Testament
H0292,אֲחִינָדָב,"Achiynadab (akh-ee-naw-dawb') n/p.",,అహీనాదాబు,Hebrew,Old Testament
H0293,אֲחִינוֹעַם,"Achiyno`am (akh-ee-no'-am) n/p.",,అహీనోయము,Hebrew,Old Testament
H0294,אֲחִיסָמָך,"Achiycamak (akh-ee-saw-mawk') n/p.",,అహీశామాకు,Hebrew,Old Testament
H0295,אֲחִיעֶזֶר,"Achiy`ezer (akh-ee-eh'-zer) n/p.",,అహీయెజెరు,Hebrew,Old Testament
H0296,אֲחִיקָם,"Achiyqam (akh-ee-kawm') n/p.",,అహీకాము,Hebrew,Old Testament
H0297,אֲחִירָם,"Achiyram (akh-ee-rawm') n/p.",,అహీరాము,Hebrew,Old Testament
H0298,אֲחִירָמִי,"Achiyramiy (akh-ee-raw-mee') adj.",,అహీరామీయుడు,Hebrew,Old Testament
H0299,אֲחִירַע,"Achiyra` (akh-ee-rah') n/p.",,అహీరా,Hebrew,Old Testament
H0300,אֲחִישַׁחַר,"Achiyshachar (akh-ee-shakh'-ar) n/p.",,అహీషాహరు,Hebrew,Old Testament
H0301,אֲחִישָׁר,"Achiyshar (akh-ee-shawr') n/p.",,అహీషారు,Hebrew,Old Testament
H0302,אֲחִיתּוֹפֶל,"Achiythophel (akh-ee-tho'-fel) n/p.",,అహీతోపెలు,Hebrew,Old Testament
H0303,אַחלָב,"Achlab (akh-lawb') n/l.",,ధర్మశాస్త్రం,Hebrew,Old Testament
H0304,אַחלַי,"Achlay (akh-lah'ee) n/p.",,అహ్లయి,Hebrew,Old Testament
H0305,אַחֲלַי אַחֲלֵי,"achalay (akh-al-ah'ee) (or achaley akh-al-ay') inj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0306,אַחלָמָה,"a gem",,రత్నము,Hebrew,Old Testament
H0307,אַחמְתָא,"Achmtha' (akh-me-thaw') n/l.",,అహ్మెతా,Hebrew,Old Testament
H0308,אֲחַסבַּי,"Achacbay (akh-as-bah'ee) n/p.",,అహస్బయి,Hebrew,Old Testament
H0309,אָחַר,"achar (aw-khar') v.",,ఆకురు,Hebrew,Old Testament
H0310,אַחַר,"achar (akh-ar') adv.",అఖర్,తరువాత,Hebrew,Old Testament
H0311,אַחַר,"achar (akh-ar') adv.",,తరువాత,Hebrew,Old Testament
H0312,אַחֵר,"acher (akh-air') adj.",అఖేర్,వేరే,Hebrew,Old Testament
H0313,אַחֵר,"Acher (akh-air') n/p.",,ఆకేరు,Hebrew,Old Testament
H0314,אַחֲריוֹן אַחֲרוֹן,"acharown (akh-ar-one') (or (shortened) prob from H253 and a variation of H3863",అఖరోన్,చివరి,Hebrew,Old Testament
H0315,אַחרַח,"Achrach (akh-rakh') n/p.",,అహ్రాకు,Hebrew,Old Testament
H0316,אֲחַרחֵל,"Acharchel (akh-ar-kale') n/p.",,అహర్కెలు,Hebrew,Old Testament
H0317,אָחֳרִי,"ochoriy (okh-or-ee') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0318,אָחֳרֵין אָחֳרֵן,"ochoreyn (okh-or-ane') ((Aramaic) or (shortened)) adv.",,పది,Hebrew,Old Testament
H0319,אַחֲרִיתּ,"the last or end",,అంతం,Hebrew,Old Testament
H0320,אַחֲרִיתּ,"later",,తరువాత,Hebrew,Old Testament
H0321,אָחֳרָן,"ochoran (okh-or-awn') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0322,אֲחוֹרַנִּיתּ,"achoranniyth (akh-o-ran-neeth') adv.",,అర్థం తెలియదు,Hebrew,Old Testament
H0323,אֲחַשׁדַּרפַּן,"a satrap or governor of a main province (of Persia)",,అర్థం తెలియదు,Hebrew,Old Testament
H0324,אֲחַשׁדַּרפַּן,"prince",,యువరాజు,Hebrew,Old Testament
H0325,אֲחַשׁוֵרוֹשׁ אַחַשׁרוֹשׁ,"Achashverowsh (akh-ash-vay-rosh') (or (shortened) pAchashrosh akh- ash-rosh' (Esth. 10) n/p.",,పది,Hebrew,Old Testament
H0326,אֲחַשׁתָּרִי,"achashtariy (akh-ash-taw-ree') n/p.",,అహష్తరి,Hebrew,Old Testament
H0327,אֲחַשׁתָּרָן,"achastaran (akh-ash-taw-rawn') adj.",,నక్షత్రం,Hebrew,Old Testament
H0328,אַט,"at (at) adv.",,వద్ద,Hebrew,Old Testament
H0329,אָטָד,"a thorn-tree (especially the buckthorn)",,చెట్టు,Hebrew,Old Testament
H0330,אֵטוּן,"(properly) twisted (yarn)",,సరిగ్గా మెలితిప్పిన నూలు,Hebrew,Old Testament
H0331,אָטַם,"atam (aw-tam') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H0332,אָטַר,"atar (aw-tar') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H0333,אָטֵר,"Ater (aw-tare') n/p.",,ఆటర్,Hebrew,Old Testament
H0334,אִטֵּר,"itter (it-tare') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0335,אַי,"ay (ah'ee) adv.",,అయ్యి,Hebrew,Old Testament
H0336,אִי,"iy (ee) adv.",,ఈ,Hebrew,Old Testament
H0337,אִי,"iy (ee) inj.",,ఈ,Hebrew,Old Testament
H0338,אִי,"(properly) a howler",,సరిగ్గా ఒక భయానకమైన అరుపు,Hebrew,Old Testament
H0339,אִי,"(properly) a habitable spot (as desirable)",,నివాస యోగ్యమైన ప్రదేశం, కోరదగినది,Hebrew,Old Testament
H0340,אָיַב,"ayab (aw-yab') v.",ఆయబ్,శత్రువు,Hebrew,Old Testament
H0341,אוֹיֵב אוֹיֵב,"oyeb (o-yabe') (or (fully) owyeb o-yabe') subv.",ఓయేబ్,శత్రువు,Hebrew,Old Testament
H0342,אֵיבָּה,"hostility",,శత్రుత్వం,Hebrew,Old Testament
H0343,אֵידּ,"oppression",,అణచివేత,Hebrew,Old Testament
H0344,אַיָה,"the screamer",,బిగ్గరగా అరుచువాడు,Hebrew,Old Testament
H0345,אַיָה,"Ayah (ah-yaw') n/p.",,ఆయా,Hebrew,Old Testament
H0346,אַיֵה,"ayeh (ah-yay') adv.",,అయ్యే,Hebrew,Old Testament
H0347,אִיוֹב,"Iyowb (ee-yobe') n/p.",,యోబు,Hebrew,Old Testament
H0348,אִיזֶבֶל,"Iyzebel (ee-zeh'-bel) n/p.",,యెజెబెలు,Hebrew,Old Testament
H0349,אֵיכּ אֵיכָּה אֵיכָּכָה,"eyk (ake) (also eykah ay-kaw'and teykakah ay-kaw'-kah",,ఏక్,Hebrew,Old Testament
H0350,אִי ־ כָּבוֹד,"Iy-kabowd (ee-kaw-bode') n/p.",,ఈకాబోదు,Hebrew,Old Testament
H0351,אֵיכּוֹה,"eykoh (ay-ko) inj.",,ఏకో,Hebrew,Old Testament
H0352,אַיִל,"(properly) strength",,పొట్టేలు,Hebrew,Old Testament
H0353,אֱיָל,"strength",,బలం,Hebrew,Old Testament
H0354,אַיָל,"a stag or male deer",,మగ జింక,Hebrew,Old Testament
H0355,אַיָלָה,"a doe or female deer",,ఆడ జింక,Hebrew,Old Testament
H0356,אֵילוֹן אֵלוֹן אֵילוֹן,"Eylown (ay-lone') (or (shortened) Elown ay-lone'",,ఒకటి,Hebrew,Old Testament
H0357,אַיָלוֹן,"Ayalown (ah-yaw-lone') n/l.",,ఒకటి,Hebrew,Old Testament
H0358,אֵילוֹן בֵּיתּ חָנָן,"Eylown Beyth Chanan (ay-lone' bayth-chaw-nawn') n/l.",,ఒకటి,Hebrew,Old Testament
H0359,אֵילוֹת אֵילַת,"Eylowth (ay-loth') (or mEylath ay-lath') n/l.",,ఏలోతు,Hebrew,Old Testament
H0360,אֱיָלוּת,"power",,శక్తి,Hebrew,Old Testament
H0361,אֵילָם אֵלָם אֵלַמָּה,"a pillar-space (or colonnade)",,స్తంభాల స్థలం లేదా వరండా,Hebrew,Old Testament
H0362,אֵילִם,"Eylim (ay-leem') n/l.",,ఏలీము,Hebrew,Old Testament
H0363,אִילָן,"a tree",,చెట్టు,Hebrew,Old Testament
H0364,אֵיל פָּארָן,"Eyl Pa'ran (ale paw-rawn') n/l.",,ఏల్ పారాను,Hebrew,Old Testament
H0365,אַיֱלֱת,"a doe",,లేడి,Hebrew,Old Testament
H0366,אָיוֹם,"ayom (aw-yome') adj.",,ఆయోమ్,Hebrew,Old Testament
H0367,אֵימָה אֵמָה,"fright",,భయం,Hebrew,Old Testament
H0368,אֵימִים,"Eymiym (ay-meem') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0369,אַיִן,"ayin (ah'-yin) prt-n.",,అర్థం తెలియదు,Hebrew,Old Testament
H0370,אַיִן,"aiyn (ah-yin') adv.",,అర్థం తెలియదు,Hebrew,Old Testament
H0371,אִין,"iyn (een) adv.",,అర్థం తెలియదు,Hebrew,Old Testament
H0372,אִיעֶזֵר,"Iy`ezer (ee-eh'-zer) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0373,אִיעֶזרִי,"Iy`ezriy (ee-ez-ree') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0374,אֵיפָה אֵפָה,"an ephah or measure for grain",,వర్షం,Hebrew,Old Testament
H0375,אֵיפוֹה,"eyphoh (ay-fo') adv.",,అర్థం తెలియదు,Hebrew,Old Testament
H0376,אִישׁ,"a man as an individual or a male person",ఈష్,మనిషి,Hebrew,Old Testament
H0377,אִישׁ,"iysh (eesh) v.",,పురుషుడు,Hebrew,Old Testament
H0378,אִישׁ ־ בּוֹשֶׁת,"Iysh-Bosheth (eesh-bo'-sheth) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0379,אִישׁהוֹד,"Iyshhowd (eesh-hode') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0380,אִישׁוֹן,"the little man of the eye",,మనిషి,Hebrew,Old Testament
H0381,אִישׁ ־ חַיִל אִישׁ ־ חַי,"man of might",,మనిషి,Hebrew,Old Testament
H0382,אִישׁ ־ טּוֹב,"Iysh-Towb (eesh-tobe') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H0383,אִיתַּי,"iythay (ee-thah'ee) subv.",,అర్థం తెలియదు,Hebrew,Old Testament
H0384,אִיתִּיאֵל,"Iythiy'el (eeth-ee-ale') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0385,אִיתָּמָר,"Iythamar (eeth-aw-mawr') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0386,אֵיתָּן,"eythan (ay-thawn') (or (shortened) ethan ay-thawn') adj.",,పది,Hebrew,Old Testament
H0387,אֵיתָּן,"Eythan (ay-thawn') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0388,אֵיתָּנִים,"Eythaniym (ay-thaw-neem') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0389,אַך,"ak (ak) adv.",,నిజంగా,Hebrew,Old Testament
H0390,אַכַּד,"Akkad (ak-kad') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H0391,אַכזָב,"akzab (ak-zawb') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0392,אַכזִיבּ,"Akziyb (ak-zeeb') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H0393,אַכזָר,"akzar (ak-zawr') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0394,אַכזָרִי,"akzariy (ak-zawr-ree') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0395,אַכזְרִיוּת,"fierceness",,తీవ్రత,Hebrew,Old Testament
H0396,אֲכִילָה,"something eatable",,తినదగినది,Hebrew,Old Testament
H0397,אָכִישׁ,"Akiysh (aw-keesh') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0398,אָכַל,"akal (aw-kal') v.",ఆకల్,తిను,Hebrew,Old Testament
H0399,אֲכַל,"akal (ak-al') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H0400,אוֹכֶל,"food",,ఆహారం,Hebrew,Old Testament
H0401,אוּכָל אוּכָּל,"Ukal (oo-kawl') (or mUkkal ook-kawl') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H0402,אוֹכלָה,"food",,ఆహారం,Hebrew,Old Testament
H0403,אָכֵן,"aken (aw-kane') adv.",,నిజంగా,Hebrew,Old Testament
H0404,אָכַף,"akaph (aw-kaf') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H0405,אֶכֶף,"a load",,భారం,Hebrew,Old Testament
H0406,אִכָּר,"a farmer",,రైతు,Hebrew,Old Testament
H0407,אַכשָׁף,"Akshaph (ak-shawf') n/l.",,అక్షాఫ్,Hebrew,Old Testament
H0408,אַל,"al (al) adv.",,వద్దు,Hebrew,Old Testament
H0409,אַל,"al (al) adv.",,వద్దు,Hebrew,Old Testament
H0410,אֵל,"strength",ఏల్,దేవుడు,Hebrew,Old Testament
H0411,אֵל,"el (ale) prt-d.",ఏల్,ఈ,Hebrew,Old Testament
H0412,אֵל,"el (ale) prt-d.",,దేవుడు,Hebrew,Old Testament
H0413,אֵל אֶל,"el (ale) ((but only used in the shortened constructive form sel el)) prep.",ఎల్,వైపుకు,Hebrew,Old Testament
H0414,אֵלָא,"Ela' (ay-law') n/p.",,ధర్మశాస్త్రం,Hebrew,Old Testament
H0415,אֵל אֱלוֹהֵי יִשׂרָאֵל,"El 'elohey Yisra'el (ale el-o-hay' yis-raw-ale') n/l.",,ఇశ్రాయేలు దేవుడు,Hebrew,Old Testament
H0416,אֵל בֵּיתּ ־ אֵל,"El Beyth-'El (ale bayth-ale') n/l.",,బేతేలు దేవుడు,Hebrew,Old Testament
H0417,אֶלגָּבִישׁ,"hail (as if a great pearl)",,చెవి,Hebrew,Old Testament
H0418,אַלגּוּמִּים,"sticks of algum wood",,కలప,Hebrew,Old Testament
H0419,אֶלדָּד,"Eldad (el-dad') n/p.",,ఎల్దాదు,Hebrew,Old Testament
H0420,אֶלדָּעָה,"Elda`ah (el-daw-aw') n/p.",,ఎల్దాయా,Hebrew,Old Testament
H0421,אָלָה,"alah (aw-law') v.",,ధర్మశాస్త్రం,Hebrew,Old Testament
H0422,אָלָה,"alah (aw-law') v.",,ధర్మశాస్త్రం,Hebrew,Old Testament
H0423,אָלָה,"(properly) an oath",,సరిగా ఒక ప్రమాణం,Hebrew,Old Testament
H0424,אֵלָה,"an oak or other strong tree",,చెట్టు,Hebrew,Old Testament
H0425,אֵלָה,"Elah (ay-law') n/p.",,ధర్మశాస్త్రం,Hebrew,Old Testament
H0426,אֱלָהּ,"God",,దేవుడు,Hebrew,Old Testament
H0427,אַלָּה,"oak",,ఓక్,Hebrew,Old Testament
H0428,אֵלֶּה,"el-leh (ale'-leh) p/d.",,వీటిని,Hebrew,Old Testament
H0429,אֵלֶּה,"elleh (ale'-leh) p/d.",,వీటిని,Hebrew,Old Testament
H0430,אֱלוֹהִים,"gods in the ordinary sense",ఎలోహీం,దేవుడు,Hebrew,Old Testament
H0431,אֲלוּ,"aluw (al-oo') inj.",,అయ్యో,Hebrew,Old Testament
H0432,אִלּוּ,"illuw (il-loo') conj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0433,אֱלוַֹהּ אֱלוַֹהּ,"a deity or the Deity",ఎలోహ,దేవుడు,Hebrew,Old Testament
H0434,אֱלוּל,"eluwl (el-ool') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H0435,אֱלוּל,"Eluwl (el-ool') n/t.",,ఎలుల్,Hebrew,Old Testament
H0436,אֵלוֹן,"an oak or other strong tree",,చెట్టు,Hebrew,Old Testament
H0437,אַלּוֹן,"oak",,ఓక్,Hebrew,Old Testament
H0438,אַלּוֹן,"Allown (al-lone') n/p.",,ఒకటి,Hebrew,Old Testament
H0439,אַלּוֹן בָּכוּת,"Allown Bakuwth (al-lone' baw-kooth') n/l.",,ఒకటి,Hebrew,Old Testament
H0440,אֵלוֹנִי אֵלוֹנִי,"Elowniy (ay-lo-nee') (or rather (shortened) oEloniy ay-lo-nee') adj.",,పది,Hebrew,Old Testament
H0441,אַלוּף אַלּוּף,"alluwph (al-loof') (or (shortened) talluph al-loof') adj.",అల్లూఫ్,నాయకుడు,Hebrew,Old Testament
H0442,אָלוּשׁ,"Aluwsh (aw-loosh') n/l.",,అలూష్,Hebrew,Old Testament
H0443,אֶלזָבָד,"Elzabad (el-zaw-bawd') n/p.",,ఎల్జాబాద్,Hebrew,Old Testament
H0444,אָלַח,"alach (aw-lakh') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H0445,אֶלחָנָן,"Elchanan (el-khaw-nawn') n/p.",,ఎల్హానాన్,Hebrew,Old Testament
H0446,אֱלִיאָב,"Eliy'ab (el-ee-awb') n/p.",,ఎలీయాబు,Hebrew,Old Testament
